Provider,PotentialFraud,Inpatient_BeneID_nunique,Inpatient_ClaimID_count,Inpatient_InscClaimAmtReimbursed_sum,Inpatient_InscClaimAmtReimbursed_mean,Inpatient_InscClaimAmtReimbursed_max,Inpatient_Total_Procedures_sum,Inpatient_Total_Procedures_mean,Inpatient_Total_Procedures_max,Inpatient_AttendingPhysician_nunique,Inpatient_OperatingPhysician_nunique,Outpatient_BeneID_nunique,Outpatient_ClaimID_count,Outpatient_InscClaimAmtReimbursed_sum,Outpatient_InscClaimAmtReimbursed_mean,Outpatient_InscClaimAmtReimbursed_max,Outpatient_Total_Procedures_sum,Outpatient_Total_Procedures_mean,Outpatient_Total_Procedures_max,Outpatient_AttendingPhysician_nunique,Outpatient_OperatingPhysician_nunique,Bene_Age,Bene_ChronicCond_Alzheimer,Bene_ChronicCond_Heartfailure,Bene_ChronicCond_Cancer,Bene_ChronicCond_Diabetes,Bene_ChronicCond_KidneyDisease,Bene_ChronicCond_ObstrPulmonary,Bene_ChronicCond_Depression,Bene_ChronicCond_IschemicHeart,Bene_ChronicCond_Osteoporasis,Bene_ChronicCond_rheumatoidarthritis,Bene_ChronicCond_stroke
PRV54893,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1830.0,228.75,1000.0,0.0,0.0,0.0,6.0,1.0,82.75,1.625,1.5,1.75,1.375,1.5,1.625,1.375,1.125,1.625,1.625,2.0
PRV54894,Yes,120.0,138.0,1731700.0,12548.550724637682,103000.0,101.0,0.7318840579710145,3.0,23.0,20.0,90.0,91.0,25360.0,278.68131868131866,3300.0,0.0,0.0,0.0,43.0,12.0,90.4401913875598,1.5215311004784688,1.3492822966507176,1.7751196172248804,1.2870813397129186,1.492822966507177,1.631578947368421,1.5454545454545454,1.200956937799043,1.7272727272727273,1.7320574162679425,1.8516746411483254
PRV54895,Yes,3.0,3.0,53000.0,17666.666666666668,36000.0,4.0,1.3333333333333333,2.0,3.0,3.0,1466.0,3433.0,1004610.0,292.63326536556946,14060.0,4.0,0.0011651616661811825,2.0,23.0,20.0,89.34581347855683,1.6358066712049013,1.4526889040163375,1.8584070796460177,1.3519400953029272,1.6269571136827774,1.720217835262083,1.5901974132062628,1.272294077603812,1.6909462219196731,1.720217835262083,1.9135466303607898
PRV54896,Yes,55.0,56.0,591000.0,10553.57142857143,57000.0,45.0,0.8035714285714286,4.0,1.0,1.0,97.0,103.0,25860.0,251.06796116504853,2500.0,0.0,0.0,0.0,55.0,13.0,89.89473684210526,1.638157894736842,1.4407894736842106,1.8157894736842106,1.25,1.5723684210526316,1.6907894736842106,1.5855263157894737,1.1710526315789473,1.6513157894736843,1.6644736842105263,1.875
PRV54898,No,9.0,9.0,72000.0,8000.0,17000.0,7.0,0.7777777777777778,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66666666666667,1.5555555555555556,1.3333333333333333,2.0,1.1111111111111112,1.5555555555555556,1.6666666666666667,1.5555555555555556,1.2222222222222223,1.6666666666666667,1.7777777777777777,2.0
PRV54900,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3490.0,249.28571428571428,1000.0,0.0,0.0,0.0,14.0,1.0,88.28571428571429,1.5714285714285714,1.4285714285714286,1.8571428571428572,1.4285714285714286,1.5714285714285714,1.5,1.4285714285714286,1.0714285714285714,1.5,1.7857142857142858,1.9285714285714286
PRV54901,No,8.0,8.0,96000.0,12000.0,46000.0,5.0,0.625,2.0,8.0,4.0,17.0,17.0,7960.0,468.2352941176471,3300.0,0.0,0.0,0.0,15.0,1.0,91.0,1.6,1.32,1.96,1.36,1.52,1.72,1.6,1.32,1.68,1.76,1.88
PRV54902,No,1.0,1.0,5000.0,5000.0,5000.0,1.0,1.0,1.0,1.0,1.0,14.0,15.0,4840.0,322.6666666666667,2200.0,0.0,0.0,0.0,9.0,1.0,84.93333333333334,1.5333333333333334,1.3333333333333333,1.8,1.2666666666666666,1.3333333333333333,1.6666666666666667,1.5333333333333334,1.1333333333333333,1.6666666666666667,1.6666666666666667,1.9333333333333333
PRV54903,No,6.0,7.0,57000.0,8142.857142857143,17000.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,1.3333333333333333,1.1666666666666667,1.8333333333333333,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
PRV54904,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,7970.0,419.4736842105263,2900.0,0.0,0.0,0.0,9.0,3.0,89.73684210526316,1.4736842105263157,1.2105263157894737,1.8421052631578947,1.0,1.368421052631579,1.4736842105263157,1.5789473684210527,1.0526315789473684,1.5263157894736843,1.5789473684210527,1.6842105263157894
PRV54905,No,4.0,4.0,40000.0,10000.0,17000.0,4.0,1.0,2.0,4.0,3.0,110.0,145.0,39620.0,273.2413793103448,3300.0,0.0,0.0,0.0,41.0,14.0,91.94736842105263,1.6754385964912282,1.4035087719298245,1.8245614035087718,1.368421052631579,1.631578947368421,1.6842105263157894,1.6666666666666667,1.280701754385965,1.5701754385964912,1.6578947368421053,1.9210526315789473
PRV54906,No,8.0,8.0,120000.0,15000.0,57000.0,5.0,0.625,1.0,8.0,5.0,14.0,14.0,7150.0,510.7142857142857,3000.0,0.0,0.0,0.0,8.0,0.0,90.36363636363636,1.5,1.3636363636363635,1.7727272727272727,1.0909090909090908,1.6818181818181819,1.6818181818181819,1.5,1.2272727272727273,1.6363636363636365,1.6818181818181819,1.9090909090909092
PRV54907,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,170.0,59920.0,352.47058823529414,5020.0,0.0,0.0,0.0,22.0,13.0,89.58333333333333,1.6,1.4166666666666667,1.85,1.3,1.6,1.725,1.525,1.2416666666666667,1.725,1.6916666666666667,1.95
PRV54908,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,115.0,34230.0,297.6521739130435,4200.0,0.0,0.0,0.0,41.0,18.0,91.0091743119266,1.6605504587155964,1.3944954128440368,1.926605504587156,1.3577981651376148,1.5688073394495412,1.7706422018348624,1.5779816513761469,1.2844036697247707,1.7064220183486238,1.7064220183486238,1.9357798165137614
PRV54909,No,8.0,8.0,85000.0,10625.0,15000.0,7.0,0.875,2.0,7.0,4.0,19.0,19.0,4860.0,255.78947368421052,1500.0,0.0,0.0,0.0,16.0,4.0,91.55555555555556,1.6666666666666667,1.4074074074074074,1.8148148148148149,1.4074074074074074,1.6296296296296295,1.6666666666666667,1.6296296296296295,1.2592592592592593,1.7407407407407407,1.5555555555555556,1.8518518518518519
PRV54910,No,3.0,3.0,20000.0,6666.666666666667,12000.0,2.0,0.6666666666666666,1.0,3.0,2.0,149.0,212.0,60880.0,287.1698113207547,3300.0,0.0,0.0,0.0,67.0,17.0,90.44736842105263,1.5526315789473684,1.4013157894736843,1.8289473684210527,1.3289473684210527,1.605263157894737,1.7894736842105263,1.605263157894737,1.2894736842105263,1.6907894736842106,1.7236842105263157,1.9210526315789473
PRV54911,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,85.0,25520.0,300.2352941176471,3000.0,0.0,0.0,0.0,35.0,10.0,89.6219512195122,1.6585365853658536,1.4146341463414633,1.853658536585366,1.353658536585366,1.6341463414634145,1.670731707317073,1.5609756097560976,1.2804878048780488,1.7560975609756098,1.7804878048780488,1.9390243902439024
PRV54914,No,12.0,14.0,109000.0,7785.714285714285,24000.0,5.0,0.35714285714285715,2.0,3.0,3.0,213.0,388.0,103930.0,267.86082474226805,3300.0,0.0,0.0,0.0,13.0,13.0,90.7909090909091,1.6363636363636365,1.459090909090909,1.8863636363636365,1.35,1.5954545454545455,1.7272727272727273,1.6,1.2545454545454546,1.690909090909091,1.7136363636363636,1.9045454545454545
PRV54916,No,16.0,16.0,165000.0,10312.5,55000.0,11.0,0.6875,2.0,2.0,1.0,83.0,91.0,18750.0,206.04395604395606,2100.0,0.0,0.0,0.0,13.0,8.0,89.52525252525253,1.6464646464646464,1.3838383838383839,1.9191919191919191,1.303030303030303,1.595959595959596,1.6868686868686869,1.5454545454545454,1.2121212121212122,1.6565656565656566,1.6767676767676767,1.9090909090909092
PRV54917,No,15.0,15.0,109000.0,7266.666666666667,13000.0,11.0,0.7333333333333333,3.0,1.0,1.0,22.0,22.0,3450.0,156.8181818181818,1300.0,0.0,0.0,0.0,4.0,2.0,91.22222222222223,1.5277777777777777,1.4166666666666667,1.7777777777777777,1.2777777777777777,1.5,1.6944444444444444,1.4722222222222223,1.1944444444444444,1.6388888888888888,1.7222222222222223,1.9722222222222223
PRV54918,Yes,61.0,71.0,833000.0,11732.394366197183,83000.0,50.0,0.704225352112676,4.0,1.0,1.0,80.0,95.0,41860.0,440.63157894736844,14600.0,0.0,0.0,0.0,49.0,16.0,91.14388489208633,1.539568345323741,1.3884892086330936,1.841726618705036,1.3453237410071943,1.5827338129496402,1.6115107913669064,1.6115107913669064,1.1942446043165467,1.6474820143884892,1.618705035971223,1.9136690647482015
PRV54919,No,4.0,4.0,28000.0,7000.0,9000.0,0.0,0.0,0.0,4.0,0.0,152.0,174.0,38770.0,222.816091954023,6200.0,0.0,0.0,0.0,39.0,20.0,91.35483870967742,1.5419354838709678,1.4516129032258065,1.8258064516129033,1.2967741935483872,1.6,1.7483870967741935,1.6064516129032258,1.264516129032258,1.696774193548387,1.735483870967742,1.929032258064516
PRV54923,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,79.0,30400.0,384.8101265822785,3300.0,0.0,0.0,0.0,17.0,7.0,87.05263157894737,1.7017543859649122,1.4210526315789473,1.719298245614035,1.3333333333333333,1.5964912280701755,1.6666666666666667,1.5964912280701755,1.263157894736842,1.6491228070175439,1.6491228070175439,1.912280701754386
PRV54924,No,19.0,21.0,235000.0,11190.47619047619,41000.0,23.0,1.0952380952380953,4.0,5.0,6.0,130.0,152.0,44220.0,290.92105263157896,4900.0,0.0,0.0,0.0,41.0,17.0,91.23611111111111,1.5555555555555556,1.4305555555555556,1.8541666666666667,1.2916666666666667,1.5555555555555556,1.7013888888888888,1.5694444444444444,1.2708333333333333,1.6597222222222223,1.6875,1.9166666666666667
PRV54925,Yes,33.0,39.0,456000.0,11692.307692307691,57000.0,23.0,0.5897435897435898,3.0,1.0,1.0,67.0,83.0,22870.0,275.5421686746988,3300.0,0.0,0.0,0.0,23.0,11.0,89.0721649484536,1.5876288659793814,1.443298969072165,1.7938144329896908,1.288659793814433,1.5876288659793814,1.690721649484536,1.5876288659793814,1.2164948453608246,1.7216494845360826,1.6494845360824741,1.8865979381443299
PRV54926,No,8.0,8.0,76000.0,9500.0,32000.0,7.0,0.875,2.0,4.0,4.0,38.0,39.0,9620.0,246.66666666666666,3300.0,0.0,0.0,0.0,17.0,3.0,84.68888888888888,1.6444444444444444,1.3777777777777778,1.6888888888888889,1.2222222222222223,1.6444444444444444,1.6222222222222222,1.5555555555555556,1.2444444444444445,1.8,1.6666666666666667,1.9777777777777779
PRV54927,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,102.0,22600.0,221.5686274509804,2300.0,0.0,0.0,0.0,40.0,8.0,91.2872340425532,1.5957446808510638,1.446808510638298,1.8191489361702127,1.3085106382978724,1.5638297872340425,1.7446808510638299,1.5638297872340425,1.2872340425531914,1.702127659574468,1.6382978723404256,1.925531914893617
PRV54929,Yes,15.0,15.0,192000.0,12800.0,41000.0,10.0,0.6666666666666666,2.0,12.0,8.0,11.0,11.0,5630.0,511.8181818181818,2700.0,0.0,0.0,0.0,9.0,3.0,89.84615384615384,1.5,1.2692307692307692,1.8076923076923077,1.1923076923076923,1.3461538461538463,1.5769230769230769,1.3461538461538463,1.1923076923076923,1.7307692307692308,1.8461538461538463,1.8461538461538463
PRV54930,No,5.0,5.0,26000.0,5200.0,10000.0,4.0,0.8,1.0,5.0,4.0,181.0,206.0,67570.0,328.00970873786406,4300.0,0.0,0.0,0.0,51.0,19.0,90.11827956989248,1.6129032258064515,1.446236559139785,1.8387096774193548,1.2795698924731183,1.6021505376344085,1.7311827956989247,1.564516129032258,1.2258064516129032,1.7096774193548387,1.7258064516129032,1.924731182795699
PRV54931,Yes,22.0,24.0,242000.0,10083.333333333334,37000.0,17.0,0.7083333333333334,2.0,18.0,11.0,28.0,28.0,6540.0,233.57142857142858,3000.0,0.0,0.0,0.0,20.0,5.0,91.3,1.52,1.36,1.82,1.18,1.46,1.56,1.48,1.18,1.6,1.56,1.88
PRV54932,No,1.0,1.0,2000.0,2000.0,2000.0,1.0,1.0,1.0,1.0,1.0,58.0,58.0,19160.0,330.3448275862069,3300.0,0.0,0.0,0.0,45.0,12.0,89.30508474576271,1.576271186440678,1.3728813559322033,1.7966101694915255,1.2203389830508475,1.4745762711864407,1.6440677966101696,1.4915254237288136,1.152542372881356,1.576271186440678,1.6271186440677967,1.8644067796610169
PRV54933,Yes,23.0,29.0,267000.0,9206.896551724138,41000.0,28.0,0.9655172413793104,4.0,2.0,2.0,32.0,35.0,6200.0,177.14285714285714,1600.0,0.0,0.0,0.0,14.0,3.0,87.47169811320755,1.4339622641509433,1.3396226415094339,1.7924528301886793,1.2452830188679245,1.509433962264151,1.679245283018868,1.5471698113207548,1.2641509433962264,1.679245283018868,1.6981132075471699,1.8679245283018868
PRV54934,No,15.0,18.0,170000.0,9444.444444444445,23000.0,13.0,0.7222222222222222,2.0,3.0,4.0,44.0,53.0,8930.0,168.49056603773585,1400.0,0.0,0.0,0.0,26.0,7.0,89.78947368421052,1.6140350877192982,1.4210526315789473,1.8070175438596492,1.2456140350877194,1.5964912280701755,1.7017543859649122,1.6842105263157894,1.2456140350877194,1.7543859649122806,1.6140350877192982,1.8596491228070176
PRV54935,No,3.0,3.0,3000.0,1000.0,3000.0,3.0,1.0,2.0,2.0,3.0,74.0,86.0,20250.0,235.46511627906978,3300.0,0.0,0.0,0.0,30.0,10.0,89.3896103896104,1.7012987012987013,1.4155844155844155,1.8571428571428572,1.3376623376623376,1.7012987012987013,1.7922077922077921,1.6363636363636365,1.2597402597402598,1.7142857142857142,1.7142857142857142,1.8831168831168832
PRV54936,Yes,120.0,131.0,1116400.0,8522.137404580153,57000.0,90.0,0.6870229007633588,2.0,11.0,11.0,90.0,90.0,23330.0,259.22222222222223,3200.0,0.0,0.0,0.0,51.0,17.0,89.02870813397129,1.5598086124401913,1.30622009569378,1.8181818181818181,1.2822966507177034,1.4832535885167464,1.5885167464114833,1.5454545454545454,1.1435406698564594,1.736842105263158,1.6842105263157894,1.8038277511961722
PRV54937,No,3.0,3.0,25000.0,8333.333333333334,11000.0,2.0,0.6666666666666666,1.0,3.0,2.0,33.0,33.0,11260.0,341.2121212121212,2500.0,0.0,0.0,0.0,23.0,5.0,85.75,1.6944444444444444,1.3611111111111112,1.75,1.2777777777777777,1.4722222222222223,1.6944444444444444,1.75,1.1388888888888888,1.4722222222222223,1.7222222222222223,1.9166666666666667
PRV54938,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,25530.0,296.86046511627904,3100.0,0.0,0.0,0.0,57.0,12.0,90.13953488372093,1.5930232558139534,1.441860465116279,1.8255813953488371,1.244186046511628,1.6046511627906976,1.686046511627907,1.5348837209302326,1.1744186046511629,1.686046511627907,1.6511627906976745,1.8837209302325582
PRV54939,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,1380.0,407800.0,295.5072463768116,7900.0,0.0,0.0,0.0,239.0,122.0,90.10318142734307,1.6130696474634565,1.4359415305245056,1.8495270851246775,1.3147033533963886,1.588134135855546,1.6870163370593294,1.5967325881341359,1.2484952708512467,1.6784178847807394,1.699914015477214,1.8985382631126397
PRV54941,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,4990.0,277.22222222222223,2100.0,0.0,0.0,0.0,11.0,1.0,88.66666666666667,1.5,1.5,1.8333333333333333,1.0555555555555556,1.7222222222222223,1.7222222222222223,1.5,1.1111111111111112,1.5,1.5555555555555556,1.8888888888888888
PRV54942,Yes,18.0,20.0,338000.0,16900.0,124000.0,10.0,0.5,2.0,16.0,6.0,102.0,110.0,27970.0,254.27272727272728,3300.0,0.0,0.0,0.0,43.0,14.0,92.26050420168067,1.6050420168067228,1.3697478991596639,1.8487394957983194,1.3025210084033614,1.504201680672269,1.6470588235294117,1.588235294117647,1.2436974789915967,1.6134453781512605,1.6302521008403361,1.8571428571428572
PRV54943,No,2.0,2.0,18000.0,9000.0,16000.0,1.0,0.5,1.0,2.0,1.0,19.0,21.0,5450.0,259.5238095238095,1600.0,0.0,0.0,0.0,13.0,2.0,84.19047619047619,1.6666666666666667,1.5238095238095237,1.9047619047619047,1.2380952380952381,1.8571428571428572,1.8095238095238095,1.6666666666666667,1.4761904761904763,1.5714285714285714,1.5238095238095237,1.9523809523809523
PRV54944,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,120.0,38620.0,321.8333333333333,3300.0,0.0,0.0,0.0,85.0,19.0,90.4695652173913,1.6521739130434783,1.4434782608695653,1.817391304347826,1.3478260869565217,1.5391304347826087,1.7217391304347827,1.6,1.2782608695652173,1.6347826086956523,1.7043478260869565,1.9130434782608696
PRV54945,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,5950.0,160.8108108108108,1100.0,0.0,0.0,0.0,14.0,6.0,87.91666666666667,1.75,1.6111111111111112,1.75,1.3888888888888888,1.6388888888888888,1.8055555555555556,1.6944444444444444,1.3055555555555556,1.5277777777777777,1.6944444444444444,1.9444444444444444
PRV54946,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,33740.0,370.7692307692308,3300.0,0.0,0.0,0.0,61.0,24.0,88.8021978021978,1.5934065934065933,1.4175824175824177,1.835164835164835,1.4395604395604396,1.6153846153846154,1.7582417582417582,1.6153846153846154,1.1868131868131868,1.7252747252747254,1.6593406593406594,1.901098901098901
PRV54947,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,7630.0,293.46153846153845,3060.0,0.0,0.0,0.0,15.0,1.0,91.08333333333333,1.7083333333333333,1.5416666666666667,1.6666666666666667,1.5,1.75,1.7083333333333333,1.7083333333333333,1.375,1.6666666666666667,1.75,1.9583333333333333
PRV54949,No,35.0,42.0,420000.0,10000.0,45000.0,30.0,0.7142857142857143,2.0,2.0,2.0,345.0,370.0,105140.0,284.1621621621622,8200.0,0.0,0.0,0.0,137.0,44.0,90.22133333333333,1.6186666666666667,1.3466666666666667,1.8693333333333333,1.28,1.5973333333333333,1.688,1.5626666666666666,1.2666666666666666,1.68,1.696,1.8826666666666667
PRV54950,Yes,5.0,5.0,71000.0,14200.0,37000.0,5.0,1.0,2.0,5.0,4.0,13.0,13.0,4400.0,338.46153846153845,1400.0,0.0,0.0,0.0,9.0,2.0,93.72222222222223,1.5555555555555556,1.3888888888888888,1.8888888888888888,1.3333333333333333,1.5,1.5,1.5555555555555556,1.3333333333333333,1.7777777777777777,1.6111111111111112,1.7777777777777777
PRV54952,Yes,12.0,12.0,142000.0,11833.333333333334,79000.0,6.0,0.5,1.0,10.0,6.0,136.0,137.0,39650.0,289.4160583941606,3300.0,0.0,0.0,0.0,68.0,25.0,90.70748299319727,1.4625850340136055,1.3877551020408163,1.8503401360544218,1.2108843537414966,1.4829931972789117,1.6326530612244898,1.4965986394557824,1.2040816326530612,1.6598639455782314,1.7346938775510203,1.8639455782312926
PRV54953,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,102.0,28200.0,276.47058823529414,3200.0,0.0,0.0,0.0,34.0,22.0,89.10714285714286,1.4761904761904763,1.2976190476190477,1.7619047619047619,1.1785714285714286,1.5714285714285714,1.6071428571428572,1.4523809523809523,1.2142857142857142,1.619047619047619,1.7023809523809523,1.8452380952380953
PRV54954,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,18080.0,254.64788732394365,3300.0,0.0,0.0,0.0,47.0,10.0,89.50704225352112,1.619718309859155,1.3943661971830985,1.7605633802816902,1.3380281690140845,1.6056338028169015,1.732394366197183,1.732394366197183,1.2394366197183098,1.6901408450704225,1.7746478873239437,1.8873239436619718
PRV54955,Yes,191.0,205.0,2098000.0,10234.146341463415,57000.0,135.0,0.6585365853658537,3.0,3.0,3.0,109.0,109.0,36890.0,338.4403669724771,6200.0,0.0,0.0,0.0,66.0,16.0,90.22,1.57,1.3466666666666667,1.8066666666666666,1.2266666666666666,1.41,1.5766666666666667,1.54,1.18,1.6733333333333333,1.6466666666666667,1.9066666666666667
PRV54959,No,6.0,7.0,57000.0,8142.857142857143,12000.0,8.0,1.1428571428571428,2.0,7.0,6.0,86.0,88.0,29510.0,335.34090909090907,3300.0,0.0,0.0,0.0,50.0,10.0,89.16304347826087,1.6630434782608696,1.4782608695652173,1.9021739130434783,1.3369565217391304,1.5543478260869565,1.641304347826087,1.5434782608695652,1.2608695652173914,1.6521739130434783,1.6195652173913044,1.9130434782608696
PRV54960,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,193.0,51400.0,266.32124352331607,3300.0,0.0,0.0,0.0,70.0,30.0,92.07486631016043,1.5775401069518717,1.411764705882353,1.8823529411764706,1.2941176470588236,1.5668449197860963,1.7058823529411764,1.5561497326203209,1.2566844919786095,1.7219251336898396,1.6631016042780749,1.8770053475935828
PRV54963,No,1.0,1.0,13000.0,13000.0,13000.0,1.0,1.0,1.0,1.0,1.0,66.0,66.0,16770.0,254.0909090909091,1800.0,0.0,0.0,0.0,45.0,11.0,89.83582089552239,1.6417910447761195,1.537313432835821,1.8656716417910448,1.3582089552238805,1.6119402985074627,1.7164179104477613,1.6417910447761195,1.2985074626865671,1.791044776119403,1.7313432835820894,1.8805970149253732
PRV54965,No,9.0,9.0,120000.0,13333.333333333334,55000.0,6.0,0.6666666666666666,2.0,8.0,5.0,96.0,98.0,31480.0,321.2244897959184,3300.0,0.0,0.0,0.0,65.0,12.0,91.38095238095238,1.5809523809523809,1.3904761904761904,1.8476190476190477,1.2476190476190476,1.5047619047619047,1.723809523809524,1.6,1.1714285714285715,1.7428571428571429,1.6761904761904762,1.9333333333333333
PRV54966,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,1796.0,502010.0,279.51559020044544,3300.0,1.0,0.0005567928730512249,1.0,10.0,9.0,90.24903025601242,1.5989138867339023,1.4266873545384018,1.8510473235065943,1.3149728471683475,1.595810705973623,1.7013188518231186,1.586501163692785,1.2381691233514351,1.687354538401862,1.6749418153607447,1.9162141194724593
PRV54967,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,21920.0,429.80392156862746,3300.0,0.0,0.0,0.0,25.0,9.0,90.33333333333333,1.7058823529411764,1.5098039215686274,1.803921568627451,1.2745098039215685,1.588235294117647,1.6862745098039216,1.607843137254902,1.2352941176470589,1.6666666666666667,1.5490196078431373,1.9411764705882353
PRV54968,No,8.0,10.0,112000.0,11200.0,57000.0,6.0,0.6,3.0,6.0,4.0,34.0,39.0,15820.0,405.64102564102564,3300.0,0.0,0.0,0.0,20.0,4.0,85.95121951219512,1.4634146341463414,1.4146341463414633,1.8780487804878048,1.3414634146341464,1.5365853658536586,1.6341463414634145,1.5121951219512195,1.2439024390243902,1.6585365853658536,1.7073170731707317,1.9268292682926829
PRV54970,No,6.0,6.0,34000.0,5666.666666666667,15000.0,3.0,0.5,1.0,4.0,2.0,176.0,227.0,72170.0,317.9295154185022,9070.0,0.0,0.0,0.0,35.0,17.0,89.38333333333334,1.7,1.4388888888888889,1.8666666666666667,1.3388888888888888,1.6611111111111112,1.6611111111111112,1.6111111111111112,1.2833333333333334,1.6722222222222223,1.738888888888889,1.8777777777777778
PRV54971,No,43.0,52.0,452000.0,8692.307692307691,47000.0,39.0,0.75,3.0,2.0,2.0,169.0,377.0,89030.0,236.15384615384616,3400.0,0.0,0.0,0.0,9.0,8.0,88.51322751322752,1.5925925925925926,1.492063492063492,1.7989417989417988,1.3544973544973544,1.6137566137566137,1.7301587301587302,1.6349206349206349,1.291005291005291,1.687830687830688,1.7301587301587302,1.91005291005291
PRV54972,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,62.0,16950.0,273.38709677419354,2400.0,0.0,0.0,0.0,31.0,13.0,90.66071428571429,1.5178571428571428,1.4642857142857142,1.875,1.3928571428571428,1.625,1.625,1.5714285714285714,1.3035714285714286,1.6071428571428572,1.6964285714285714,1.8928571428571428
PRV54973,No,9.0,9.0,43000.0,4777.777777777777,10000.0,6.0,0.6666666666666666,2.0,8.0,5.0,116.0,120.0,25880.0,215.66666666666666,3300.0,0.0,0.0,0.0,64.0,21.0,92.91056910569105,1.6585365853658536,1.3821138211382114,1.8943089430894309,1.3089430894308942,1.5853658536585367,1.6341463414634145,1.5609756097560976,1.2845528455284554,1.6341463414634145,1.6666666666666667,1.943089430894309
PRV54975,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,132.0,36460.0,276.2121212121212,3500.0,0.0,0.0,0.0,39.0,18.0,90.8360655737705,1.6065573770491803,1.360655737704918,1.8524590163934427,1.278688524590164,1.459016393442623,1.598360655737705,1.5655737704918034,1.2295081967213115,1.598360655737705,1.7131147540983607,1.8934426229508197
PRV54976,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,55.0,19940.0,362.54545454545456,3300.0,0.0,0.0,0.0,23.0,12.0,91.11320754716981,1.6981132075471699,1.4150943396226414,1.849056603773585,1.3773584905660377,1.6415094339622642,1.6415094339622642,1.5849056603773586,1.3396226415094339,1.5471698113207548,1.6037735849056605,1.9622641509433962
PRV54977,No,5.0,5.0,78000.0,15600.0,28000.0,3.0,0.6,1.0,5.0,3.0,36.0,48.0,11140.0,232.08333333333334,2500.0,0.0,0.0,0.0,23.0,8.0,91.07317073170732,1.5853658536585367,1.2926829268292683,1.853658536585366,1.2195121951219512,1.6341463414634145,1.6341463414634145,1.4390243902439024,1.2195121951219512,1.6829268292682926,1.6341463414634145,1.8780487804878048
PRV54978,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,265.0,86760.0,327.39622641509436,5900.0,0.0,0.0,0.0,14.0,11.0,90.5,1.5634920634920635,1.373015873015873,1.873015873015873,1.3412698412698412,1.6746031746031746,1.6428571428571428,1.6587301587301588,1.2857142857142858,1.6587301587301588,1.7380952380952381,1.9285714285714286
PRV54981,No,76.0,81.0,813000.0,10037.037037037036,57000.0,72.0,0.8888888888888888,4.0,1.0,2.0,14.0,14.0,3730.0,266.42857142857144,1500.0,0.0,0.0,0.0,13.0,3.0,91.0,1.4555555555555555,1.3444444444444446,1.8111111111111111,1.2222222222222223,1.4333333333333333,1.5888888888888888,1.5333333333333334,1.0888888888888888,1.5888888888888888,1.6444444444444444,1.8333333333333333
